instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,cuaca
15891,2012-10-30,4,1,10,19,0,2,1,2,0.5,0.4848,0.68,0.194,6,109,115,Berkabut
15892,2012-10-30,4,1,10,20,0,2,1,2,0.3,0.2879,0.81,0.194,5,76,81,Berkabut
15893,2012-10-30,4,1,10,21,0,2,1,2,0.3,0.3182,0.87,0.1045,4,60,64,Berkabut
15894,2012-10-30,4,1,10,22,0,2,1,1,0.3,0.303,0.81,0.1343,2,64,66,Cerah
15895,2012-10-30,4,1,10,23,0,2,1,1,0.3,0.303,0.81,0.1343,3,36,39,Cerah
15896,2012-10-31,4,1,10,0,0,3,1,2,0.3,0.3182,0.81,0.1045,0,16,16,Berkabut
15897,2012-10-31,4,1,10,1,0,3,1,2,0.3,0.3182,0.81,0.0896,0,8,8,Berkabut
15898,2012-10-31,4,1,10,2,0,3,1,2,0.3,0.303,0.81,0.1343,0,7,7,Berkabut
15899,2012-10-31,4,1,10,3,0,3,1,2,0.3,0.3182,0.81,0.1045,0,3,3,Berkabut
15900,2012-10-31,4,1,10,4,0,3,1,2,0.3,0.2879,0.87,0.194,0,5,5,Berkabut
15901,2012-10-31,4,1,10,5,0,3,1,2,0.3,0.303,0.81,0.1343,0,24,24,Berkabut
15902,2012-10-31,4,1,10,6,0,3,1,1,0.3,0.303,0.81,0.1642,0,116,116,Cerah
15903,2012-10-31,4,1,10,7,0,3,1,2,0.3,0.303,0.87,0.1343,3,334,337,Berkabut
15904,2012-10-31,4,1,10,8,0,3,1,1,0.32,0.3333,0.81,0.1343,6,615,621,Cerah
15905,2012-10-31,4,1,10,9,0,3,1,1,0.34,0.3333,0.76,0.1343,17,280,297,Cerah
15906,2012-10-31,4,1,10,10,0,3,1,1,0.36,0.3333,0.71,0.2836,21,147,168,Cerah
15907,2012-10-31,4,1,10,11,0,3,1,2,0.36,0.3485,0.66,0.2239,37,152,189,Berkabut
15908,2012-10-31,4,1,10,12,0,3,1,1,0.4,0.4091,0.58,0.194,44,197,241,Cerah
15909,2012-10-31,4,1,10,13,0,3,1,1,0.42,0.4242,0.5,0.2239,22,191,213,Cerah
15910,2012-10-31,4,1,10,14,0,3,1,2,0.42,0.4242,0.5,0.2239,45,179,224,Berkabut
15911,2012-10-31,4,1,10,15,0,3,1,1,0.42,0.4242,0.54,0.1642,33,197,230,Cerah
15912,2012-10-31,4,1,10,16,0,3,1,2,0.42,0.4242,0.54,0.2239,51,373,424,Berkabut
15913,2012-10-31,4,1,10,17,0,3,1,2,0.4,0.4091,0.58,0.1642,39,684,723,Berkabut
15914,2012-10-31,4,1,10,18,0,3,1,2,0.4,0.4091,0.58,0.1642,28,556,584,Berkabut
15915,2012-10-31,4,1,10,19,0,3,1,2,0.4,0.4091,0.5,0.194,27,383,410,Berkabut
15916,2012-10-31,4,1,10,20,0,3,1,2,0.4,0.4091,0.5,0.194,9,259,268,Berkabut
15917,2012-10-31,4,1,10,21,0,3,1,2,0.4,0.4091,0.5,0.194,12,180,192,Berkabut
15918,2012-10-31,4,1,10,22,0,3,1,1,0.36,0.3485,0.57,0.1343,18,147,165,Cerah
15919,2012-10-31,4,1,10,23,0,3,1,1,0.36,0.3636,0.57,0.0896,7,94,101,Cerah
15920,2012-11-01,4,1,11,0,0,4,1,1,0.36,0.3636,0.57,0.0896,8,52,60,Cerah
15921,2012-11-01,4,1,11,1,0,4,1,1,0.3,0.3182,0.75,0.1045,8,22,30,Cerah
15922,2012-11-01,4,1,11,2,0,4,1,1,0.32,0.3333,0.66,0.1343,10,10,20,Cerah
15923,2012-11-01,4,1,11,3,0,4,1,1,0.34,0.3333,0.61,0.1343,5,10,15,Cerah
15924,2012-11-01,4,1,11,4,0,4,1,2,0.34,0.3485,0.66,0.1045,2,8,10,Berkabut
15925,2012-11-01,4,1,11,5,0,4,1,1,0.34,0.3333,0.66,0.1343,1,39,40,Cerah
15926,2012-11-01,4,1,11,6,0,4,1,1,0.34,0.3333,0.61,0.1642,2,146,148,Cerah
15927,2012-11-01,4,1,11,7,0,4,1,2,0.36,0.3485,0.57,0.1642,6,414,420,Berkabut
15928,2012-11-01,4,1,11,8,0,4,1,2,0.36,0.3788,0.56,0.1045,12,668,680,Berkabut
15929,2012-11-01,4,1,11,9,0,4,1,3,0.36,0.3636,0.57,0.1045,21,310,331,Hujan Ringan
15930,2012-11-01,4,1,11,10,0,4,1,3,0.36,0.3485,0.62,0.194,13,133,146,Hujan Ringan
15931,2012-11-01,4,1,11,11,0,4,1,3,0.36,0.3485,0.62,0.194,14,156,170,Hujan Ringan
15932,2012-11-01,4,1,11,12,0,4,1,3,0.38,0.3939,0.62,0.1642,23,198,221,Hujan Ringan
15933,2012-11-01,4,1,11,13,0,4,1,2,0.4,0.4091,0.58,0.1642,49,199,248,Berkabut
15934,2012-11-01,4,1,11,14,0,4,1,2,0.4,0.4091,0.5,0.2239,31,154,185,Berkabut
15935,2012-11-01,4,1,11,15,0,4,1,2,0.4,0.4091,0.54,0.1642,35,179,214,Berkabut
15936,2012-11-01,4,1,11,16,0,4,1,2,0.4,0.4091,0.54,0.1642,31,313,344,Berkabut
15937,2012-11-01,4,1,11,17,0,4,1,3,0.4,0.4091,0.5,0.2239,37,652,689,Hujan Ringan
15938,2012-11-01,4,1,11,18,0,4,1,2,0.4,0.4091,0.5,0.1642,50,628,678,Berkabut
15939,2012-11-01,4,1,11,19,0,4,1,2,0.4,0.4091,0.5,0.1642,28,424,452,Berkabut
15940,2012-11-01,4,1,11,20,0,4,1,2,0.38,0.3939,0.54,0.2537,16,280,296,Berkabut
15941,2012-11-01,4,1,11,21,0,4,1,2,0.38,0.3939,0.54,0.1343,29,238,267,Berkabut
15942,2012-11-01,4,1,11,22,0,4,1,1,0.36,0.3485,0.57,0.1642,27,175,202,Cerah
15943,2012-11-01,4,1,11,23,0,4,1,1,0.34,0.3333,0.57,0.1642,8,112,120,Cerah
15944,2012-11-02,4,1,11,0,0,5,1,1,0.34,0.3333,0.57,0.1642,10,40,50,Cerah
15945,2012-11-02,4,1,11,1,0,5,1,1,0.32,0.3182,0.66,0.1642,5,19,24,Cerah
15946,2012-11-02,4,1,11,2,0,5,1,1,0.32,0.3182,0.66,0.1642,3,7,10,Cerah
15947,2012-11-02,4,1,11,3,0,5,1,1,0.3,0.303,0.7,0.1642,0,3,3,Cerah
15948,2012-11-02,4,1,11,4,0,5,1,1,0.3,0.3182,0.7,0.1045,1,6,7,Cerah
15949,2012-11-02,4,1,11,5,0,5,1,2,0.32,0.3182,0.66,0.1642,1,25,26,Berkabut
15950,2012-11-02,4,1,11,6,0,5,1,1,0.3,0.303,0.7,0.1642,2,120,122,Cerah
15951,2012-11-02,4,1,11,7,0,5,1,2,0.3,0.303,0.7,0.1343,8,349,357,Berkabut
15952,2012-11-02,4,1,11,8,0,5,1,1,0.32,0.3333,0.57,0.1045,31,656,687,Cerah
15953,2012-11-02,4,1,11,9,0,5,1,1,0.34,0.3485,0.53,0.1045,27,355,382,Cerah
15954,2012-11-02,4,1,11,10,0,5,1,1,0.38,0.3939,0.46,0.2985,21,183,204,Cerah
15955,2012-11-02,4,1,11,11,0,5,1,1,0.42,0.4242,0.41,0.4179,42,179,221,Cerah
15956,2012-11-02,4,1,11,12,0,5,1,1,0.42,0.4242,0.41,0.3582,52,240,292,Cerah
15957,2012-11-02,4,1,11,13,0,5,1,1,0.4,0.4091,0.43,0.3582,64,230,294,Cerah
15958,2012-11-02,4,1,11,14,0,5,1,2,0.4,0.4091,0.4,0.4925,63,199,262,Berkabut
15959,2012-11-02,4,1,11,15,0,5,1,2,0.4,0.4091,0.4,0.4179,51,255,306,Berkabut
15960,2012-11-02,4,1,11,16,0,5,1,1,0.38,0.3939,0.4,0.3284,48,373,421,Cerah
15961,2012-11-02,4,1,11,17,0,5,1,1,0.38,0.3939,0.4,0.3284,57,581,638,Cerah
15962,2012-11-02,4,1,11,18,0,5,1,2,0.38,0.3939,0.43,0.3284,32,490,522,Berkabut
15963,2012-11-02,4,1,11,19,0,5,1,2,0.38,0.3939,0.43,0.2985,38,336,374,Berkabut
15964,2012-11-02,4,1,11,20,0,5,1,2,0.36,0.3333,0.46,0.4179,14,207,221,Berkabut
15965,2012-11-02,4,1,11,21,0,5,1,2,0.36,0.3333,0.46,0.3582,23,133,156,Berkabut
15966,2012-11-02,4,1,11,22,0,5,1,1,0.36,0.3333,0.46,0.2537,14,135,149,Cerah
15967,2012-11-02,4,1,11,23,0,5,1,1,0.34,0.303,0.53,0.2985,11,108,119,Cerah
15968,2012-11-03,4,1,11,0,0,6,0,1,0.34,0.3333,0.53,0.1642,9,99,108,Cerah
15969,2012-11-03,4,1,11,1,0,6,0,2,0.34,0.303,0.49,0.3284,6,83,89,Berkabut
15970,2012-11-03,4,1,11,2,0,6,0,2,0.34,0.3182,0.49,0.2537,10,36,46,Berkabut
15971,2012-11-03,4,1,11,3,0,6,0,2,0.34,0.3182,0.49,0.2537,6,22,28,Berkabut
15972,2012-11-03,4,1,11,4,0,6,0,2,0.32,0.303,0.49,0.2985,8,8,16,Berkabut
15973,2012-11-03,4,1,11,5,0,6,0,2,0.32,0.303,0.49,0.2537,1,8,9,Berkabut
15974,2012-11-03,4,1,11,6,0,6,0,2,0.32,0.3182,0.49,0.194,4,17,21,Berkabut
15975,2012-11-03,4,1,11,7,0,6,0,2,0.32,0.303,0.49,0.2537,1,58,59,Berkabut
15976,2012-11-03,4,1,11,8,0,6,0,2,0.34,0.303,0.46,0.2985,10,132,142,Berkabut
15977,2012-11-03,4,1,11,9,0,6,0,2,0.34,0.303,0.49,0.2985,31,188,219,Berkabut
15978,2012-11-03,4,1,11,10,0,6,0,1,0.36,0.3333,0.46,0.3881,68,260,328,Cerah
15979,2012-11-03,4,1,11,11,0,6,0,2,0.36,0.3333,0.46,0.3881,56,284,340,Berkabut
15980,2012-11-03,4,1,11,12,0,6,0,2,0.36,0.3182,0.46,0.4627,74,320,394,Berkabut
15981,2012-11-03,4,1,11,13,0,6,0,2,0.36,0.3333,0.46,0.3582,110,339,449,Berkabut
15982,2012-11-03,4,1,11,14,0,6,0,2,0.36,0.3333,0.5,0.3284,136,319,455,Berkabut
15983,2012-11-03,4,1,11,15,0,6,0,2,0.36,0.3182,0.46,0.4478,117,331,448,Berkabut
15984,2012-11-03,4,1,11,16,0,6,0,2,0.36,0.3333,0.46,0.3284,108,292,400,Berkabut
15985,2012-11-03,4,1,11,17,0,6,0,2,0.36,0.3333,0.46,0.2985,112,298,410,Berkabut
15986,2012-11-03,4,1,11,18,0,6,0,2,0.36,0.3333,0.46,0.2836,58,239,297,Berkabut
15987,2012-11-03,4,1,11,19,0,6,0,1,0.36,0.3485,0.5,0.1642,22,217,239,Cerah
15988,2012-11-03,4,1,11,20,0,6,0,1,0.34,0.3333,0.53,0.1343,23,158,181,Cerah
15989,2012-11-03,4,1,11,21,0,6,0,1,0.34,0.3485,0.53,0.1045,31,135,166,Cerah
15990,2012-11-03,4,1,11,22,0,6,0,1,0.32,0.3333,0.57,0.1045,13,133,146,Cerah
15991,2012-11-03,4,1,11,23,0,6,0,1,0.32,0.3333,0.57,0.1045,15,133,148,Cerah
15992,2012-11-04,4,1,11,0,0,0,0,1,0.3,0.3182,0.61,0.1045,5,97,102,Cerah
15993,2012-11-04,4,1,11,1,0,0,0,1,0.26,0.2879,0.81,0.0896,26,139,165,Cerah
15994,2012-11-04,4,1,11,2,0,0,0,1,0.3,0.3333,0.65,0.0,6,31,37,Cerah
15995,2012-11-04,4,1,11,3,0,0,0,1,0.28,0.2879,0.61,0.1045,1,10,11,Cerah
15996,2012-11-04,4,1,11,4,0,0,0,1,0.26,0.2727,0.65,0.1343,2,7,9,Cerah
15997,2012-11-04,4,1,11,5,0,0,0,1,0.26,0.2727,0.65,0.1045,0,5,5,Cerah
15998,2012-11-04,4,1,11,6,0,0,0,1,0.28,0.2879,0.61,0.1343,2,14,16,Cerah
15999,2012-11-04,4,1,11,7,0,0,0,1,0.26,0.2727,0.65,0.1045,11,39,50,Cerah
16000,2012-11-04,4,1,11,8,0,0,0,1,0.3,0.303,0.56,0.1343,34,115,149,Cerah
16001,2012-11-04,4,1,11,9,0,0,0,1,0.32,0.3333,0.53,0.0,56,161,217,Cerah
16002,2012-11-04,4,1,11,10,0,0,0,1,0.34,0.3333,0.49,0.194,73,287,360,Cerah
16003,2012-11-04,4,1,11,11,0,0,0,1,0.38,0.3939,0.46,0.2239,134,311,445,Cerah
16004,2012-11-04,4,1,11,12,0,0,0,1,0.38,0.3939,0.46,0.2239,150,354,504,Cerah
16005,2012-11-04,4,1,11,13,0,0,0,1,0.4,0.4091,0.43,0.2239,122,371,493,Cerah
16006,2012-11-04,4,1,11,14,0,0,0,1,0.4,0.4091,0.4,0.194,149,360,509,Cerah
16007,2012-11-04,4,1,11,15,0,0,0,1,0.4,0.4091,0.4,0.2239,149,300,449,Cerah
16008,2012-11-04,4,1,11,16,0,0,0,1,0.4,0.4091,0.4,0.3284,119,316,435,Cerah
16009,2012-11-04,4,1,11,17,0,0,0,1,0.36,0.3485,0.43,0.194,57,270,327,Cerah
16010,2012-11-04,4,1,11,18,0,0,0,1,0.36,0.3485,0.43,0.2239,31,206,237,Cerah
16011,2012-11-04,4,1,11,19,0,0,0,1,0.36,0.3333,0.43,0.2537,24,203,227,Cerah
16012,2012-11-04,4,1,11,20,0,0,0,1,0.32,0.2879,0.53,0.3582,7,134,141,Cerah
16013,2012-11-04,4,1,11,21,0,0,0,1,0.3,0.2727,0.52,0.2985,16,71,87,Cerah
16014,2012-11-04,4,1,11,22,0,0,0,1,0.3,0.2879,0.52,0.2836,15,64,79,Cerah
16015,2012-11-04,4,1,11,23,0,0,0,2,0.3,0.303,0.56,0.1642,12,41,53,Berkabut
16016,2012-11-05,4,1,11,0,0,1,1,2,0.3,0.2879,0.56,0.194,3,20,23,Berkabut
16017,2012-11-05,4,1,11,1,0,1,1,2,0.3,0.303,0.56,0.1642,0,8,8,Berkabut
16018,2012-11-05,4,1,11,2,0,1,1,2,0.3,0.303,0.56,0.1642,2,4,6,Berkabut
16019,2012-11-05,4,1,11,3,0,1,1,2,0.3,0.2879,0.56,0.2239,1,3,4,Berkabut
16020,2012-11-05,4,1,11,4,0,1,1,2,0.3,0.2879,0.52,0.2537,5,11,16,Berkabut
16021,2012-11-05,4,1,11,5,0,1,1,2,0.3,0.2727,0.52,0.3284,1,38,39,Berkabut
16022,2012-11-05,4,1,11,6,0,1,1,2,0.3,0.2879,0.49,0.2836,4,135,139,Berkabut
16023,2012-11-05,4,1,11,7,0,1,1,2,0.3,0.2879,0.49,0.2537,8,453,461,Berkabut
16024,2012-11-05,4,1,11,8,0,1,1,2,0.3,0.2879,0.49,0.2239,19,629,648,Berkabut
16025,2012-11-05,4,1,11,9,0,1,1,2,0.3,0.2879,0.52,0.2836,18,239,257,Berkabut
16026,2012-11-05,4,1,11,10,0,1,1,1,0.32,0.303,0.49,0.2836,30,112,142,Cerah
16027,2012-11-05,4,1,11,11,0,1,1,1,0.34,0.3182,0.46,0.2239,31,119,150,Cerah
16028,2012-11-05,4,1,11,12,0,1,1,1,0.36,0.3333,0.43,0.3284,38,206,244,Cerah
16029,2012-11-05,4,1,11,13,0,1,1,1,0.36,0.3333,0.4,0.2537,39,183,222,Cerah
16030,2012-11-05,4,1,11,14,0,1,1,1,0.38,0.3939,0.4,0.1642,31,165,196,Cerah
16031,2012-11-05,4,1,11,15,0,1,1,1,0.38,0.3939,0.4,0.2836,24,207,231,Cerah
16032,2012-11-05,4,1,11,16,0,1,1,1,0.36,0.3333,0.43,0.2836,35,325,360,Cerah
16033,2012-11-05,4,1,11,17,0,1,1,1,0.34,0.3182,0.46,0.2239,34,604,638,Cerah
16034,2012-11-05,4,1,11,18,0,1,1,1,0.34,0.3182,0.46,0.2239,19,523,542,Cerah
16035,2012-11-05,4,1,11,19,0,1,1,1,0.32,0.3182,0.49,0.1642,11,361,372,Cerah
16036,2012-11-05,4,1,11,20,0,1,1,1,0.32,0.303,0.49,0.2537,13,228,241,Cerah
16037,2012-11-05,4,1,11,21,0,1,1,1,0.3,0.2879,0.52,0.2836,8,144,152,Cerah
16038,2012-11-05,4,1,11,22,0,1,1,1,0.28,0.2727,0.56,0.194,4,111,115,Cerah
16039,2012-11-05,4,1,11,23,0,1,1,1,0.26,0.2727,0.6,0.1343,0,53,53,Cerah
16040,2012-11-06,4,1,11,0,0,2,1,1,0.24,0.2576,0.6,0.1045,1,18,19,Cerah
16041,2012-11-06,4,1,11,1,0,2,1,1,0.24,0.2424,0.6,0.1642,0,8,8,Cerah
16042,2012-11-06,4,1,11,2,0,2,1,1,0.24,0.2576,0.65,0.0896,0,2,2,Cerah
16043,2012-11-06,4,1,11,3,0,2,1,1,0.22,0.2424,0.64,0.1045,0,4,4,Cerah
16044,2012-11-06,4,1,11,4,0,2,1,1,0.22,0.2576,0.69,0.0896,0,7,7,Cerah
16045,2012-11-06,4,1,11,5,0,2,1,2,0.22,0.2273,0.64,0.194,1,40,41,Berkabut
16046,2012-11-06,4,1,11,6,0,2,1,1,0.22,0.2273,0.69,0.1343,6,143,149,Cerah
16047,2012-11-06,4,1,11,7,0,2,1,1,0.2,0.2121,0.69,0.1642,9,378,387,Cerah
16048,2012-11-06,4,1,11,8,0,2,1,1,0.22,0.2273,0.69,0.1642,20,568,588,Cerah
16049,2012-11-06,4,1,11,9,0,2,1,1,0.26,0.2576,0.6,0.1642,25,338,363,Cerah
16050,2012-11-06,4,1,11,10,0,2,1,1,0.3,0.2879,0.49,0.194,41,189,230,Cerah
16051,2012-11-06,4,1,11,11,0,2,1,1,0.32,0.3333,0.45,0.1343,39,177,216,Cerah
16052,2012-11-06,4,1,11,12,0,2,1,1,0.32,0.3333,0.45,0.1343,31,217,248,Cerah
16053,2012-11-06,4,1,11,13,0,2,1,1,0.34,0.3333,0.46,0.1343,46,232,278,Cerah
16054,2012-11-06,4,1,11,14,0,2,1,1,0.36,0.3636,0.4,0.1045,44,196,240,Cerah
16055,2012-11-06,4,1,11,15,0,2,1,1,0.34,0.3182,0.46,0.2537,45,227,272,Cerah
16056,2012-11-06,4,1,11,16,0,2,1,1,0.34,0.3333,0.46,0.1642,33,369,402,Cerah
16057,2012-11-06,4,1,11,17,0,2,1,1,0.32,0.303,0.53,0.2239,30,597,627,Cerah
16058,2012-11-06,4,1,11,18,0,2,1,1,0.32,0.303,0.57,0.2985,20,477,497,Cerah
16059,2012-11-06,4,1,11,19,0,2,1,1,0.3,0.2879,0.56,0.2239,15,356,371,Cerah
16060,2012-11-06,4,1,11,20,0,2,1,1,0.3,0.2879,0.61,0.2239,10,218,228,Cerah
16061,2012-11-06,4,1,11,21,0,2,1,2,0.3,0.2879,0.56,0.2537,14,137,151,Berkabut
16062,2012-11-06,4,1,11,22,0,2,1,2,0.3,0.2879,0.56,0.2239,17,136,153,Berkabut
16063,2012-11-06,4,1,11,23,0,2,1,1,0.3,0.2879,0.56,0.2239,19,186,205,Cerah
16064,2012-11-07,4,1,11,0,0,3,1,2,0.3,0.2879,0.56,0.2836,49,234,283,Berkabut
16065,2012-11-07,4,1,11,1,0,3,1,2,0.28,0.2727,0.61,0.2537,6,86,92,Berkabut
16066,2012-11-07,4,1,11,2,0,3,1,2,0.28,0.2576,0.56,0.2985,6,68,74,Berkabut
16067,2012-11-07,4,1,11,3,0,3,1,2,0.28,0.2576,0.52,0.3284,2,9,11,Berkabut
16068,2012-11-07,4,1,11,4,0,3,1,2,0.28,0.2576,0.52,0.2985,0,9,9,Berkabut
16069,2012-11-07,4,1,11,5,0,3,1,2,0.28,0.2576,0.52,0.3284,0,27,27,Berkabut
16070,2012-11-07,4,1,11,6,0,3,1,2,0.26,0.2424,0.56,0.2836,3,115,118,Berkabut
16071,2012-11-07,4,1,11,7,0,3,1,2,0.26,0.2273,0.56,0.2985,5,314,319,Berkabut
16072,2012-11-07,4,1,11,8,0,3,1,2,0.26,0.2424,0.6,0.2836,18,583,601,Berkabut
16073,2012-11-07,4,1,11,9,0,3,1,2,0.26,0.2424,0.6,0.2836,17,351,368,Berkabut
16074,2012-11-07,4,1,11,10,0,3,1,2,0.28,0.2576,0.56,0.2985,27,151,178,Berkabut
16075,2012-11-07,4,1,11,11,0,3,1,2,0.32,0.2879,0.51,0.3582,15,132,147,Berkabut
16076,2012-11-07,4,1,11,12,0,3,1,2,0.32,0.303,0.53,0.2836,24,188,212,Berkabut
16077,2012-11-07,4,1,11,13,0,3,1,2,0.32,0.303,0.53,0.2537,23,158,181,Berkabut
16078,2012-11-07,4,1,11,14,0,3,1,2,0.32,0.2879,0.53,0.3582,19,142,161,Berkabut
16079,2012-11-07,4,1,11,15,0,3,1,2,0.32,0.303,0.53,0.2985,20,178,198,Berkabut
16080,2012-11-07,4,1,11,16,0,3,1,2,0.32,0.2879,0.53,0.3582,23,250,273,Berkabut
16081,2012-11-07,4,1,11,17,0,3,1,2,0.32,0.2879,0.53,0.3881,16,501,517,Berkabut
16082,2012-11-07,4,1,11,18,0,3,1,2,0.32,0.2879,0.53,0.3582,17,448,465,Berkabut
16083,2012-11-07,4,1,11,19,0,3,1,2,0.3,0.2727,0.56,0.2985,17,302,319,Berkabut
16084,2012-11-07,4,1,11,20,0,3,1,2,0.32,0.303,0.49,0.3284,7,249,256,Berkabut
16085,2012-11-07,4,1,11,21,0,3,1,2,0.32,0.303,0.49,0.2985,5,121,126,Berkabut
16086,2012-11-07,4,1,11,22,0,3,1,3,0.3,0.2879,0.56,0.2537,4,56,60,Hujan Ringan
16087,2012-11-07,4,1,11,23,0,3,1,3,0.28,0.2727,0.65,0.2239,3,37,40,Hujan Ringan
16088,2012-11-08,4,1,11,0,0,4,1,3,0.28,0.2727,0.61,0.2239,1,14,15,Hujan Ringan
16089,2012-11-08,4,1,11,1,0,4,1,3,0.3,0.2727,0.52,0.3582,1,11,12,Hujan Ringan
16090,2012-11-08,4,1,11,2,0,4,1,2,0.3,0.2879,0.49,0.2239,1,5,6,Berkabut
16091,2012-11-08,4,1,11,4,0,4,1,2,0.3,0.2879,0.45,0.2836,1,9,10,Berkabut
16092,2012-11-08,4,1,11,5,0,4,1,2,0.3,0.2879,0.42,0.2239,0,35,35,Berkabut
16093,2012-11-08,4,1,11,6,0,4,1,1,0.3,0.2879,0.39,0.2239,2,122,124,Cerah
16094,2012-11-08,4,1,11,7,0,4,1,1,0.28,0.2576,0.36,0.3881,12,411,423,Cerah
16095,2012-11-08,4,1,11,8,0,4,1,1,0.3,0.2879,0.33,0.2836,16,652,668,Cerah
16096,2012-11-08,4,1,11,9,0,4,1,1,0.32,0.2879,0.31,0.3582,22,253,275,Cerah
16097,2012-11-08,4,1,11,10,0,4,1,1,0.32,0.303,0.31,0.3284,13,148,161,Cerah
16098,2012-11-08,4,1,11,11,0,4,1,1,0.36,0.3333,0.29,0.3881,16,155,171,Cerah
16099,2012-11-08,4,1,11,12,0,4,1,1,0.4,0.4091,0.24,0.4925,33,202,235,Cerah
16100,2012-11-08,4,1,11,13,0,4,1,1,0.44,0.4394,0.18,0.4179,33,195,228,Cerah
16101,2012-11-08,4,1,11,14,0,4,1,1,0.44,0.4394,0.18,0.4179,33,149,182,Cerah
16102,2012-11-08,4,1,11,15,0,4,1,1,0.44,0.4394,0.18,0.4179,32,201,233,Cerah
16103,2012-11-08,4,1,11,16,0,4,1,1,0.42,0.4242,0.16,0.3881,18,321,339,Cerah
16104,2012-11-08,4,1,11,17,0,4,1,1,0.4,0.4091,0.2,0.2985,36,556,592,Cerah
16105,2012-11-08,4,1,11,18,0,4,1,1,0.4,0.4091,0.24,0.4179,16,491,507,Cerah
16106,2012-11-08,4,1,11,19,0,4,1,1,0.38,0.3939,0.27,0.3582,14,359,373,Cerah
16107,2012-11-08,4,1,11,20,0,4,1,1,0.38,0.3939,0.29,0.4627,10,235,245,Cerah
16108,2012-11-08,4,1,11,21,0,4,1,1,0.36,0.3333,0.37,0.3881,11,222,233,Cerah
16109,2012-11-08,4,1,11,22,0,4,1,1,0.34,0.303,0.42,0.2985,14,147,161,Cerah
16110,2012-11-08,4,1,11,23,0,4,1,1,0.34,0.303,0.46,0.3582,5,82,87,Cerah
16111,2012-11-09,4,1,11,0,0,5,1,1,0.34,0.303,0.49,0.3284,9,46,55,Cerah
16112,2012-11-09,4,1,11,1,0,5,1,1,0.32,0.303,0.53,0.2836,3,17,20,Cerah
16113,2012-11-09,4,1,11,2,0,5,1,1,0.32,0.303,0.53,0.2537,1,11,12,Cerah
16114,2012-11-09,4,1,11,3,0,5,1,1,0.32,0.2879,0.53,0.4179,3,6,9,Cerah
16115,2012-11-09,4,1,11,4,0,5,1,1,0.32,0.2879,0.53,0.3582,0,14,14,Cerah
16116,2012-11-09,4,1,11,5,0,5,1,1,0.3,0.2879,0.56,0.194,2,25,27,Cerah
16117,2012-11-09,4,1,11,6,0,5,1,1,0.26,0.2727,0.65,0.1045,5,126,131,Cerah
16118,2012-11-09,4,1,11,7,0,5,1,1,0.26,0.2727,0.65,0.1343,9,332,341,Cerah
16119,2012-11-09,4,1,11,8,0,5,1,1,0.32,0.3182,0.57,0.1642,25,668,693,Cerah
16120,2012-11-09,4,1,11,9,0,5,1,1,0.34,0.303,0.53,0.4179,23,304,327,Cerah
16121,2012-11-09,4,1,11,10,0,5,1,1,0.36,0.3333,0.5,0.3284,34,163,197,Cerah
16122,2012-11-09,4,1,11,11,0,5,1,1,0.4,0.4091,0.47,0.2985,66,185,251,Cerah
16123,2012-11-09,4,1,11,12,0,5,1,1,0.44,0.4394,0.41,0.3284,48,214,262,Cerah
16124,2012-11-09,4,1,11,13,0,5,1,1,0.46,0.4545,0.38,0.2985,62,237,299,Cerah
16125,2012-11-09,4,1,11,14,0,5,1,1,0.46,0.4545,0.38,0.194,67,207,274,Cerah
16126,2012-11-09,4,1,11,15,0,5,1,1,0.46,0.4545,0.36,0.2239,78,278,356,Cerah
16127,2012-11-09,4,1,11,16,0,5,1,1,0.46,0.4545,0.38,0.1642,57,377,434,Cerah
16128,2012-11-09,4,1,11,17,0,5,1,1,0.42,0.4242,0.44,0.1343,61,593,654,Cerah
16129,2012-11-09,4,1,11,18,0,5,1,1,0.42,0.4242,0.44,0.1045,46,450,496,Cerah
16130,2012-11-09,4,1,11,19,0,5,1,1,0.34,0.3485,0.71,0.0896,30,331,361,Cerah
16131,2012-11-09,4,1,11,20,0,5,1,1,0.36,0.3485,0.66,0.1343,20,235,255,Cerah
16132,2012-11-09,4,1,11,21,0,5,1,1,0.34,0.3636,0.76,0.0,23,176,199,Cerah
16133,2012-11-09,4,1,11,22,0,5,1,1,0.34,0.3485,0.71,0.1045,17,146,163,Cerah
16134,2012-11-09,4,1,11,23,0,5,1,1,0.32,0.3333,0.81,0.0896,20,142,162,Cerah
16135,2012-11-10,4,1,11,0,0,6,0,1,0.32,0.3333,0.76,0.0896,16,106,122,Cerah
16136,2012-11-10,4,1,11,1,0,6,0,1,0.3,0.3182,0.81,0.0896,8,68,76,Cerah
16137,2012-11-10,4,1,11,2,0,6,0,1,0.32,0.3485,0.81,0.0,2,42,44,Cerah
16138,2012-11-10,4,1,11,3,0,6,0,1,0.3,0.3333,0.81,0.0,9,11,20,Cerah
16139,2012-11-10,4,1,11,4,0,6,0,1,0.26,0.2727,0.87,0.1045,2,4,6,Cerah
16140,2012-11-10,4,1,11,5,0,6,0,1,0.28,0.3182,0.87,0.0,1,9,10,Cerah
16141,2012-11-10,4,1,11,6,0,6,0,1,0.24,0.2576,0.93,0.0896,5,11,16,Cerah
16142,2012-11-10,4,1,11,7,0,6,0,1,0.26,0.2727,0.87,0.1045,14,57,71,Cerah
