season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Ntemp,Natemp,Nhum,Nwindspeed,Ntemp_cat,Nhum_cat,Nwind_cat,cnt_cat
Winter,0,Desember,23,0,Minggu,0,1,0.34,0.3485,0.87,0.1045,3,42,45,13.940000000000001,17.424999999999997,87.0,7.0015,Dingin,Tinggi,Lemah,Rendah
Winter,0,Desember,18,0,Sabtu,0,1,0.34,0.3333,0.53,0.1343,31,193,224,13.940000000000001,16.665,53.0,8.9981,Dingin,Sedang,Lemah,Rendah
Winter,0,Desember,19,0,Sabtu,0,1,0.3,0.3182,0.61,0.0896,31,144,175,12.299999999999999,15.909999999999998,61.0,6.0032,Dingin,Sedang,Lemah,Rendah
Winter,0,Desember,20,0,Sabtu,0,1,0.3,0.3182,0.61,0.0896,17,110,127,12.299999999999999,15.909999999999998,61.0,6.0032,Dingin,Sedang,Lemah,Rendah
Winter,0,Desember,21,0,Sabtu,0,2,0.3,0.3182,0.61,0.0896,5,104,109,12.299999999999999,15.909999999999998,61.0,6.0032,Dingin,Sedang,Lemah,Rendah
Winter,0,Desember,22,0,Sabtu,0,2,0.32,0.3333,0.61,0.0896,17,97,114,13.120000000000001,16.665,61.0,6.0032,Dingin,Sedang,Lemah,Rendah
Winter,0,Desember,23,0,Sabtu,0,1,0.3,0.303,0.7,0.1343,12,73,85,12.299999999999999,15.15,70.0,8.9981,Dingin,Tinggi,Lemah,Rendah
Winter,0,Desember,0,0,Minggu,0,1,0.3,0.3182,0.7,0.1045,19,64,83,12.299999999999999,15.909999999999998,70.0,7.0015,Dingin,Tinggi,Lemah,Rendah
Winter,0,Desember,1,0,Minggu,0,1,0.3,0.3182,0.75,0.0896,20,54,74,12.299999999999999,15.909999999999998,75.0,6.0032,Dingin,Tinggi,Lemah,Rendah
Winter,0,Desember,2,0,Minggu,0,1,0.26,0.303,0.81,0.0,11,51,62,10.66,15.15,81.0,0.0,Dingin,Tinggi,Lemah,Rendah
Winter,0,Desember,3,0,Minggu,0,1,0.28,0.3182,0.75,0.0,7,34,41,11.48,15.909999999999998,75.0,0.0,Dingin,Tinggi,Lemah,Rendah
Winter,0,Desember,4,0,Minggu,0,1,0.26,0.303,0.87,0.0,2,9,11,10.66,15.15,87.0,0.0,Dingin,Tinggi,Lemah,Rendah
Winter,0,Desember,5,0,Minggu,0,1,0.26,0.303,0.81,0.0,2,2,4,10.66,15.15,81.0,0.0,Dingin,Tinggi,Lemah,Rendah
Winter,0,Desember,6,0,Minggu,0,1,0.24,0.2879,0.93,0.0,1,3,4,9.84,14.395,93.0,0.0,Dingin,Tinggi,Lemah,Rendah
Winter,0,Desember,7,0,Minggu,0,1,0.26,0.303,0.87,0.0,3,23,26,10.66,15.15,87.0,0.0,Dingin,Tinggi,Lemah,Rendah
Winter,0,Desember,8,0,Minggu,0,1,0.26,0.303,0.87,0.0,7,48,55,10.66,15.15,87.0,0.0,Dingin,Tinggi,Lemah,Rendah
Winter,0,Desember,9,0,Minggu,0,1,0.3,0.3333,0.81,0.0,12,114,126,12.299999999999999,16.665,81.0,0.0,Dingin,Tinggi,Lemah,Rendah
Winter,0,Desember,10,0,Minggu,0,1,0.32,0.3333,0.81,0.1343,36,180,216,13.120000000000001,16.665,81.0,8.9981,Dingin,Tinggi,Lemah,Rendah
Winter,0,Desember,11,0,Minggu,0,1,0.34,0.3333,0.81,0.1642,48,206,254,13.940000000000001,16.665,81.0,11.0014,Dingin,Tinggi,Lemah,Rendah
Winter,0,Desember,12,0,Minggu,0,1,0.36,0.3485,0.81,0.1642,82,247,329,14.76,17.424999999999997,81.0,11.0014,Sedang,Tinggi,Lemah,Sedang
Winter,0,Desember,13,0,Minggu,0,1,0.4,0.4091,0.66,0.2239,88,269,357,16.400000000000002,20.455000000000002,66.0,15.001299999999999,Sedang,Sedang,Lemah,Sedang
Winter,0,Desember,14,0,Minggu,0,1,0.42,0.4242,0.62,0.1343,77,246,323,17.22,21.21,62.0,8.9981,Sedang,Sedang,Lemah,Rendah
Winter,0,Desember,15,0,Minggu,0,1,0.42,0.4242,0.62,0.194,69,227,296,17.22,21.21,62.0,12.998000000000001,Sedang,Sedang,Lemah,Rendah
Winter,0,Desember,16,0,Minggu,0,1,0.42,0.4242,0.58,0.2239,64,266,330,17.22,21.21,57.99999999999999,15.001299999999999,Sedang,Sedang,Lemah,Sedang
Winter,0,Desember,17,0,Minggu,0,1,0.38,0.3939,0.76,0.1343,38,207,245,15.58,19.695,76.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,18,0,Minggu,0,1,0.38,0.3939,0.71,0.0,10,161,171,15.58,19.695,71.0,0.0,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,19,0,Minggu,0,1,0.38,0.3939,0.76,0.0,15,158,173,15.58,19.695,76.0,0.0,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,20,0,Minggu,0,1,0.36,0.3485,0.76,0.1343,8,116,124,14.76,17.424999999999997,76.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,21,0,Minggu,0,1,0.36,0.3636,0.81,0.1045,7,65,72,14.76,18.18,81.0,7.0015,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,22,0,Minggu,0,1,0.34,0.3485,0.87,0.1045,5,59,64,13.940000000000001,17.424999999999997,87.0,7.0015,Dingin,Tinggi,Lemah,Rendah
Winter,0,Desember,0,0,Senin,1,1,0.32,0.3333,0.87,0.0896,3,21,24,13.120000000000001,16.665,87.0,6.0032,Dingin,Tinggi,Lemah,Rendah
Winter,0,Desember,17,0,Sabtu,0,1,0.36,0.3788,0.62,0.0,46,186,232,14.76,18.94,62.0,0.0,Sedang,Sedang,Lemah,Rendah
Winter,0,Desember,10,0,Selasa,1,3,0.46,0.4545,0.94,0.2836,6,44,50,18.86,22.725,94.0,19.0012,Sedang,Tinggi,Sedang,Rendah
Winter,0,Desember,12,0,Selasa,1,3,0.46,0.4545,1.0,0.2239,5,50,55,18.86,22.725,100.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,22,0,Rabu,1,3,0.24,0.197,0.93,0.4478,0,13,13,9.84,9.85,93.0,30.002599999999997,Dingin,Tinggi,Sedang,Rendah
Winter,0,Desember,23,0,Rabu,1,1,0.24,0.2121,0.93,0.3881,0,16,16,9.84,10.605,93.0,26.0027,Dingin,Tinggi,Sedang,Rendah
Winter,0,Desember,1,0,Kamis,1,1,0.26,0.2273,0.81,0.3582,1,6,7,10.66,11.365,81.0,23.9994,Dingin,Tinggi,Sedang,Rendah
Winter,0,Desember,2,0,Kamis,1,1,0.28,0.2727,0.65,0.2239,0,4,4,11.48,13.635,65.0,15.001299999999999,Dingin,Sedang,Lemah,Rendah
Winter,0,Desember,3,0,Kamis,1,1,0.26,0.2273,0.6,0.2985,0,1,1,10.66,11.365,60.0,19.999499999999998,Dingin,Sedang,Sedang,Rendah
Winter,0,Desember,4,0,Kamis,1,2,0.24,0.197,0.6,0.4627,0,2,2,9.84,9.85,60.0,31.0009,Dingin,Sedang,Sedang,Rendah
Winter,0,Desember,5,0,Kamis,1,1,0.22,0.2121,0.64,0.2239,0,12,12,9.02,10.605,64.0,15.001299999999999,Dingin,Sedang,Lemah,Rendah
Winter,0,Desember,6,0,Kamis,1,1,0.22,0.2121,0.55,0.2836,0,71,71,9.02,10.605,55.00000000000001,19.0012,Dingin,Sedang,Sedang,Rendah
Winter,0,Desember,7,0,Kamis,1,1,0.22,0.2121,0.6,0.2239,11,233,244,9.02,10.605,60.0,15.001299999999999,Dingin,Sedang,Lemah,Rendah
Winter,0,Desember,8,0,Kamis,1,1,0.22,0.2121,0.55,0.2836,11,418,429,9.02,10.605,55.00000000000001,19.0012,Dingin,Sedang,Sedang,Sedang
Winter,0,Desember,9,0,Kamis,1,1,0.24,0.2121,0.52,0.3881,7,218,225,9.84,10.605,52.0,26.0027,Dingin,Sedang,Sedang,Rendah
Winter,0,Desember,10,0,Kamis,1,1,0.26,0.2273,0.52,0.3284,1,109,110,10.66,11.365,52.0,22.0028,Dingin,Sedang,Sedang,Rendah
Winter,0,Desember,11,0,Kamis,1,1,0.28,0.2727,0.52,0.2537,6,100,106,11.48,13.635,52.0,16.997899999999998,Dingin,Sedang,Lemah,Rendah
Winter,0,Desember,12,0,Kamis,1,1,0.28,0.2576,0.52,0.3284,8,148,156,11.48,12.879999999999999,52.0,22.0028,Dingin,Sedang,Sedang,Rendah
Winter,0,Desember,13,0,Kamis,1,1,0.3,0.2727,0.49,0.3582,9,115,124,12.299999999999999,13.635,49.0,23.9994,Dingin,Sedang,Sedang,Rendah
Winter,0,Desember,14,0,Kamis,1,1,0.32,0.303,0.45,0.2537,16,121,137,13.120000000000001,15.15,45.0,16.997899999999998,Dingin,Sedang,Lemah,Rendah
Winter,0,Desember,15,0,Kamis,1,1,0.32,0.3333,0.45,0.1343,19,98,117,13.120000000000001,16.665,45.0,8.9981,Dingin,Sedang,Lemah,Rendah
Winter,0,Desember,16,0,Kamis,1,1,0.32,0.3182,0.45,0.194,7,201,208,13.120000000000001,15.909999999999998,45.0,12.998000000000001,Dingin,Sedang,Lemah,Rendah
Winter,0,Desember,17,0,Kamis,1,1,0.3,0.3182,0.49,0.1045,10,321,331,12.299999999999999,15.909999999999998,49.0,7.0015,Dingin,Sedang,Lemah,Sedang
Winter,0,Desember,18,0,Kamis,1,1,0.28,0.2727,0.52,0.2239,12,306,318,11.48,13.635,52.0,15.001299999999999,Dingin,Sedang,Lemah,Rendah
Winter,0,Desember,19,0,Kamis,1,1,0.26,0.2727,0.56,0.1045,12,220,232,10.66,13.635,56.00000000000001,7.0015,Dingin,Sedang,Lemah,Rendah
Winter,0,Desember,20,0,Kamis,1,1,0.26,0.2727,0.6,0.1045,5,170,175,10.66,13.635,60.0,7.0015,Dingin,Sedang,Lemah,Rendah
Winter,0,Desember,21,0,Kamis,1,1,0.28,0.303,0.61,0.0896,4,135,139,11.48,15.15,61.0,6.0032,Dingin,Sedang,Lemah,Rendah
Winter,0,Desember,22,0,Kamis,1,1,0.26,0.2727,0.65,0.1343,8,84,92,10.66,13.635,65.0,8.9981,Dingin,Sedang,Lemah,Rendah
Winter,0,Desember,23,0,Kamis,1,1,0.24,0.2576,0.7,0.1045,3,58,61,9.84,12.879999999999999,70.0,7.0015,Dingin,Tinggi,Lemah,Rendah
Winter,0,Desember,0,0,Jumat,1,1,0.24,0.2879,0.65,0.0,8,26,34,9.84,14.395,65.0,0.0,Dingin,Sedang,Lemah,Rendah
Winter,0,Desember,1,0,Jumat,1,1,0.24,0.2879,0.65,0.0,2,12,14,9.84,14.395,65.0,0.0,Dingin,Sedang,Lemah,Rendah
Winter,0,Desember,2,0,Jumat,1,1,0.24,0.2879,0.7,0.0,2,10,12,9.84,14.395,70.0,0.0,Dingin,Tinggi,Lemah,Rendah
Winter,0,Desember,3,0,Jumat,1,1,0.22,0.2727,0.8,0.0,1,5,6,9.02,13.635,80.0,0.0,Dingin,Tinggi,Lemah,Rendah
Winter,0,Desember,21,0,Rabu,1,3,0.3,0.2576,0.87,0.5224,0,6,6,12.299999999999999,12.879999999999999,87.0,35.0008,Dingin,Tinggi,Sedang,Rendah
Winter,0,Desember,11,0,Selasa,1,3,0.46,0.4545,0.94,0.2537,4,28,32,18.86,22.725,94.0,16.997899999999998,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,20,0,Rabu,1,3,0.34,0.2879,0.87,0.6418,1,25,26,13.940000000000001,14.395,87.0,43.000600000000006,Dingin,Tinggi,Kencang,Rendah
Winter,0,Desember,18,0,Rabu,1,3,0.4,0.4091,0.94,0.2985,3,48,51,16.400000000000002,20.455000000000002,94.0,19.999499999999998,Sedang,Tinggi,Sedang,Rendah
Winter,0,Desember,13,0,Selasa,1,3,0.46,0.4545,1.0,0.194,6,65,71,18.86,22.725,100.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,14,0,Selasa,1,3,0.48,0.4697,1.0,0.2239,6,69,75,19.68,23.485,100.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,15,0,Selasa,1,3,0.5,0.4848,1.0,0.194,2,43,45,20.5,24.240000000000002,100.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,16,0,Selasa,1,3,0.46,0.4545,1.0,0.2537,4,84,88,18.86,22.725,100.0,16.997899999999998,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,17,0,Selasa,1,2,0.46,0.4545,1.0,0.2239,13,249,262,18.86,22.725,100.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,18,0,Selasa,1,2,0.46,0.4545,1.0,0.2836,17,287,304,18.86,22.725,100.0,19.0012,Sedang,Tinggi,Sedang,Rendah
Winter,0,Desember,19,0,Selasa,1,3,0.46,0.4545,1.0,0.2985,10,223,233,18.86,22.725,100.0,19.999499999999998,Sedang,Tinggi,Sedang,Rendah
Winter,0,Desember,20,0,Selasa,1,3,0.46,0.4545,1.0,0.2985,3,107,110,18.86,22.725,100.0,19.999499999999998,Sedang,Tinggi,Sedang,Rendah
Winter,0,Desember,21,0,Selasa,1,2,0.44,0.4394,1.0,0.194,6,108,114,18.04,21.97,100.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,22,0,Selasa,1,3,0.46,0.4545,1.0,0.1642,5,82,87,18.86,22.725,100.0,11.0014,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,23,0,Selasa,1,3,0.46,0.4545,1.0,0.1642,5,48,53,18.86,22.725,100.0,11.0014,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,0,0,Rabu,1,1,0.44,0.4394,1.0,0.194,3,30,33,18.04,21.97,100.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,1,0,Rabu,1,2,0.46,0.4545,1.0,0.2537,4,9,13,18.86,22.725,100.0,16.997899999999998,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,2,0,Rabu,1,3,0.46,0.4545,1.0,0.2239,2,4,6,18.86,22.725,100.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,3,0,Rabu,1,3,0.46,0.4545,1.0,0.2239,0,3,3,18.86,22.725,100.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,4,0,Rabu,1,3,0.46,0.4545,1.0,0.1642,0,1,1,18.86,22.725,100.0,11.0014,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,5,0,Rabu,1,3,0.46,0.4545,1.0,0.1642,0,3,3,18.86,22.725,100.0,11.0014,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,6,0,Rabu,1,3,0.48,0.4697,1.0,0.4179,0,18,18,19.68,23.485,100.0,27.999299999999998,Sedang,Tinggi,Sedang,Rendah
Winter,0,Desember,7,0,Rabu,1,3,0.44,0.4394,1.0,0.1045,3,43,46,18.04,21.97,100.0,7.0015,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,8,0,Rabu,1,3,0.44,0.4394,1.0,0.0,6,80,86,18.04,21.97,100.0,0.0,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,9,0,Rabu,1,3,0.44,0.4394,1.0,0.2537,0,64,64,18.04,21.97,100.0,16.997899999999998,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,10,0,Rabu,1,3,0.44,0.4394,1.0,0.0896,1,32,33,18.04,21.97,100.0,6.0032,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,11,0,Rabu,1,3,0.44,0.4394,1.0,0.0896,3,47,50,18.04,21.97,100.0,6.0032,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,12,0,Rabu,1,3,0.44,0.4394,1.0,0.1343,4,29,33,18.04,21.97,100.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,13,0,Rabu,1,3,0.44,0.4394,1.0,0.194,5,28,33,18.04,21.97,100.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,14,0,Rabu,1,3,0.44,0.4394,1.0,0.194,1,24,25,18.04,21.97,100.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,15,0,Rabu,1,3,0.42,0.4242,0.94,0.2239,5,25,30,17.22,21.21,94.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,16,0,Rabu,1,3,0.42,0.4242,0.94,0.194,3,28,31,17.22,21.21,94.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Winter,0,Desember,17,0,Rabu,1,3,0.4,0.4091,1.0,0.3284,4,48,52,16.400000000000002,20.455000000000002,100.0,22.0028,Sedang,Tinggi,Sedang,Rendah
Winter,0,Desember,19,0,Rabu,1,3,0.34,0.2879,0.87,0.6418,2,31,33,13.940000000000001,14.395,87.0,43.000600000000006,Dingin,Tinggi,Kencang,Rendah
Winter,0,Desember,4,0,Jumat,1,1,0.22,0.2727,0.8,0.0,1,1,2,9.02,13.635,80.0,0.0,Dingin,Tinggi,Lemah,Rendah
Winter,0,Desember,16,0,Sabtu,0,1,0.38,0.3939,0.46,0.0,75,230,305,15.58,19.695,46.0,0.0,Sedang,Sedang,Lemah,Rendah
Winter,0,Desember,14,0,Sabtu,0,1,0.36,0.3788,0.46,0.0,92,251,343,14.76,18.94,46.0,0.0,Sedang,Sedang,Lemah,Sedang
Winter,0,November,15,0,Selasa,1,3,0.4,0.4091,0.87,0.3284,5,60,65,16.400000000000002,20.455000000000002,87.0,22.0028,Sedang,Tinggi,Sedang,Rendah
Winter,0,November,16,0,Selasa,1,3,0.4,0.4091,0.87,0.2239,5,146,151,16.400000000000002,20.455000000000002,87.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Winter,0,November,17,0,Selasa,1,2,0.4,0.4091,0.87,0.2985,8,346,354,16.400000000000002,20.455000000000002,87.0,19.999499999999998,Sedang,Tinggi,Sedang,Sedang
Winter,0,November,18,0,Selasa,1,2,0.4,0.4091,0.82,0.2985,11,347,358,16.400000000000002,20.455000000000002,82.0,19.999499999999998,Sedang,Tinggi,Sedang,Sedang
Winter,0,November,19,0,Selasa,1,2,0.4,0.4091,0.82,0.3284,6,244,250,16.400000000000002,20.455000000000002,82.0,22.0028,Sedang,Tinggi,Sedang,Rendah
Winter,0,November,20,0,Selasa,1,2,0.38,0.3939,0.87,0.2537,8,176,184,15.58,19.695,87.0,16.997899999999998,Sedang,Tinggi,Lemah,Rendah
Winter,0,November,21,0,Selasa,1,2,0.38,0.3939,0.87,0.2537,9,116,125,15.58,19.695,87.0,16.997899999999998,Sedang,Tinggi,Lemah,Rendah
Winter,0,November,22,0,Selasa,1,1,0.38,0.3939,0.82,0.2985,5,90,95,15.58,19.695,82.0,19.999499999999998,Sedang,Tinggi,Sedang,Rendah
Winter,0,November,23,0,Selasa,1,1,0.36,0.3333,0.76,0.3881,0,53,53,14.76,16.665,76.0,26.0027,Sedang,Tinggi,Sedang,Rendah
Winter,0,November,0,0,Rabu,1,1,0.36,0.3333,0.62,0.4179,1,23,24,14.76,16.665,62.0,27.999299999999998,Sedang,Sedang,Sedang,Rendah
Winter,0,November,1,0,Rabu,1,1,0.34,0.303,0.66,0.3284,0,8,8,13.940000000000001,15.15,66.0,22.0028,Dingin,Sedang,Sedang,Rendah
Winter,0,November,2,0,Rabu,1,1,0.32,0.3182,0.7,0.1642,0,5,5,13.120000000000001,15.909999999999998,70.0,11.0014,Dingin,Tinggi,Lemah,Rendah
Winter,0,November,3,0,Rabu,1,1,0.32,0.3182,0.7,0.1642,0,1,1,13.120000000000001,15.909999999999998,70.0,11.0014,Dingin,Tinggi,Lemah,Rendah
Winter,0,November,4,0,Rabu,1,1,0.3,0.2879,0.75,0.2239,0,5,5,12.299999999999999,14.395,75.0,15.001299999999999,Dingin,Tinggi,Lemah,Rendah
Winter,0,November,5,0,Rabu,1,1,0.28,0.2727,0.81,0.194,1,21,22,11.48,13.635,81.0,12.998000000000001,Dingin,Tinggi,Lemah,Rendah
Winter,0,November,6,0,Rabu,1,1,0.26,0.2727,0.87,0.1045,3,100,103,10.66,13.635,87.0,7.0015,Dingin,Tinggi,Lemah,Rendah
Winter,0,November,7,0,Rabu,1,1,0.26,0.2727,0.81,0.1045,9,276,285,10.66,13.635,81.0,7.0015,Dingin,Tinggi,Lemah,Rendah
Winter,0,November,8,0,Rabu,1,1,0.28,0.2727,0.81,0.194,13,465,478,11.48,13.635,81.0,12.998000000000001,Dingin,Tinggi,Lemah,Sedang
Winter,0,November,9,0,Rabu,1,1,0.3,0.2879,0.75,0.2836,7,186,193,12.299999999999999,14.395,75.0,19.0012,Dingin,Tinggi,Sedang,Rendah
Winter,0,November,10,0,Rabu,1,1,0.34,0.3182,0.66,0.2239,15,95,110,13.940000000000001,15.909999999999998,66.0,15.001299999999999,Dingin,Sedang,Lemah,Rendah
Winter,0,November,11,0,Rabu,1,1,0.38,0.3939,0.54,0.2985,10,112,122,15.58,19.695,54.0,19.999499999999998,Sedang,Sedang,Sedang,Rendah
Winter,0,November,12,0,Rabu,1,2,0.36,0.3333,0.53,0.2836,12,148,160,14.76,16.665,53.0,19.0012,Sedang,Sedang,Sedang,Rendah
Winter,0,November,13,0,Rabu,1,2,0.38,0.3939,0.43,0.3582,16,131,147,15.58,19.695,43.0,23.9994,Sedang,Sedang,Sedang,Rendah
Winter,0,November,14,0,Rabu,1,2,0.38,0.3939,0.43,0.3582,13,99,112,15.58,19.695,43.0,23.9994,Sedang,Sedang,Sedang,Rendah
Winter,0,November,15,0,Rabu,1,1,0.36,0.3333,0.46,0.3284,11,104,115,14.76,16.665,46.0,22.0028,Sedang,Sedang,Sedang,Rendah
Winter,0,November,16,0,Rabu,1,1,0.36,0.3333,0.46,0.2836,27,199,226,14.76,16.665,46.0,19.0012,Sedang,Sedang,Sedang,Rendah
Winter,0,November,17,0,Rabu,1,2,0.34,0.303,0.49,0.3284,15,365,380,13.940000000000001,15.15,49.0,22.0028,Dingin,Sedang,Sedang,Sedang
Winter,0,November,18,0,Rabu,1,1,0.34,0.303,0.49,0.3284,7,369,376,13.940000000000001,15.15,49.0,22.0028,Dingin,Sedang,Sedang,Sedang
Winter,0,November,19,0,Rabu,1,2,0.32,0.303,0.57,0.2836,6,273,279,13.120000000000001,15.15,56.99999999999999,19.0012,Dingin,Sedang,Sedang,Rendah
Winter,0,November,14,0,Selasa,1,3,0.4,0.4091,0.94,0.194,1,35,36,16.400000000000002,20.455000000000002,94.0,12.998000000000001,Sedang,Tinggi,Lemah,Rendah
Winter,0,November,20,0,Rabu,1,2,0.32,0.303,0.57,0.2836,6,184,190,13.120000000000001,15.15,56.99999999999999,19.0012,Dingin,Sedang,Sedang,Rendah
Winter,0,November,13,0,Selasa,1,3,0.42,0.4242,0.77,0.2836,0,22,22,17.22,21.21,77.0,19.0012,Sedang,Tinggi,Sedang,Rendah
Winter,0,November,11,0,Selasa,1,3,0.5,0.4848,0.88,0.2985,1,10,11,20.5,24.240000000000002,88.0,19.999499999999998,Sedang,Tinggi,Sedang,Rendah
Winter,0,November,6,0,Senin,1,1,0.42,0.4242,0.82,0.0896,6,98,104,17.22,21.21,82.0,6.0032,Sedang,Tinggi,Lemah,Rendah
Winter,0,November,7,0,Senin,1,1,0.42,0.4242,0.88,0.0,7,270,277,17.22,21.21,88.0,0.0,Sedang,Tinggi,Lemah,Rendah
Winter,0,November,8,0,Senin,1,2,0.42,0.4242,0.94,0.0,13,394,407,17.22,21.21,94.0,0.0,Sedang,Tinggi,Lemah,Sedang
Winter,0,November,9,0,Senin,1,2,0.44,0.4394,0.88,0.2239,17,191,208,18.04,21.97,88.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Winter,0,November,10,0,Senin,1,2,0.48,0.4697,0.77,0.1343,21,86,107,19.68,23.485,77.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Winter,0,November,11,0,Senin,1,2,0.52,0.5,0.68,0.1045,11,107,118,21.32,25.0,68.0,7.0015,Sedang,Tinggi,Lemah,Rendah
Winter,0,November,12,0,Senin,1,1,0.56,0.5303,0.6,0.1045,13,165,178,22.96,26.515,60.0,7.0015,Sedang,Sedang,Lemah,Rendah
Winter,0,November,13,0,Senin,1,2,0.58,0.5455,0.56,0.0,25,137,162,23.779999999999998,27.275,56.00000000000001,0.0,Sedang,Sedang,Lemah,Rendah
Winter,0,November,14,0,Senin,1,1,0.6,0.6212,0.56,0.0,14,129,143,24.599999999999998,31.06,56.00000000000001,0.0,Sedang,Sedang,Lemah,Rendah
Winter,0,November,15,0,Senin,1,1,0.58,0.5455,0.6,0.1642,18,132,150,23.779999999999998,27.275,60.0,11.0014,Sedang,Sedang,Lemah,Rendah
Winter,0,November,16,0,Senin,1,1,0.56,0.5303,0.6,0.194,24,240,264,22.96,26.515,60.0,12.998000000000001,Sedang,Sedang,Lemah,Rendah
Winter,0,November,17,0,Senin,1,1,0.58,0.5455,0.56,0.194,24,444,468,23.779999999999998,27.275,56.00000000000001,12.998000000000001,Sedang,Sedang,Lemah,Sedang
Winter,0,November,18,0,Senin,1,1,0.56,0.5303,0.64,0.2239,20,396,416,22.96,26.515,64.0,15.001299999999999,Sedang,Sedang,Lemah,Sedang
Winter,0,November,19,0,Senin,1,1,0.54,0.5152,0.73,0.2239,4,260,264,22.14,25.759999999999998,73.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Winter,0,November,20,0,Senin,1,2,0.54,0.5152,0.73,0.2537,12,206,218,22.14,25.759999999999998,73.0,16.997899999999998,Sedang,Tinggi,Lemah,Rendah
Winter,0,November,21,0,Senin,1,2,0.54,0.5152,0.77,0.2239,4,152,156,22.14,25.759999999999998,77.0,15.001299999999999,Sedang,Tinggi,Lemah,Rendah
Winter,0,November,22,0,Senin,1,2,0.52,0.5,0.83,0.1045,7,102,109,21.32,25.0,83.0,7.0015,Sedang,Tinggi,Lemah,Rendah
Winter,0,November,23,0,Senin,1,2,0.52,0.5,0.83,0.1343,5,41,46,21.32,25.0,83.0,8.9981,Sedang,Tinggi,Lemah,Rendah
Winter,0,November,0,0,Selasa,1,1,0.52,0.5,0.83,0.0,4,18,22,21.32,25.0,83.0,0.0,Sedang,Tinggi,Lemah,Rendah
Winter,0,November,1,0,Selasa,1,1,0.52,0.5,0.83,0.0896,1,16,17,21.32,25.0,83.0,6.0032,Sedang,Tinggi,Lemah,Rendah
Winter,0,November,2,0,Selasa,1,2,0.5,0.4848,0.88,0.0,0,5,5,20.5,24.240000000000002,88.0,0.0,Sedang,Tinggi,Lemah,Rendah
Winter,0,November,3,0,Selasa,1,2,0.5,0.4848,0.88,0.0,0,2,2,20.5,24.240000000000002,88.0,0.0,Sedang,Tinggi,Lemah,Rendah
Winter,0,November,4,0,Selasa,1,2,0.52,0.5,0.83,0.3284,1,5,6,21.32,25.0,83.0,22.0028,Sedang,Tinggi,Sedang,Rendah
Winter,0,November,5,0,Selasa,1,1,0.5,0.4848,0.88,0.2836,1,21,22,20.5,24.240000000000002,88.0,19.0012,Sedang,Tinggi,Sedang,Rendah
Winter,0,November,6,0,Selasa,1,1,0.52,0.5,0.83,0.2836,1,88,89,21.32,25.0,83.0,19.0012,Sedang,Tinggi,Sedang,Rendah
Winter,0,November,7,0,Selasa,1,1,0.52,0.5,0.77,0.2239,12,330,342,21.32,25.0,77.0,15.001299999999999,Sedang,Tinggi,Lemah,Sedang
Winter,0,November,8,0,Selasa,1,1,0.54,0.5152,0.77,0.2836,9,440,449,22.14,25.759999999999998,77.0,19.0012,Sedang,Tinggi,Sedang,Sedang
